country,year,sex,age,suicides_no,population,suicides_per_100k,gdp,gdp_per_capita,generation,Region,happiness_rank,happiness_score,family,life_expectancy,freedom,govt_corruption,generosity,dystopia_residual
Kazakhstan,2015,male,25-34 years,603,1492576,40.4,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,55-74 years,363,951365,38.16,"184,388,432,149",11784,Boomers,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,15-24 years,312,1326082,23.53,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,75+ years,42,343577,12.22,"184,388,432,149",11784,Silent,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,15-24 years,127,1285407,9.88,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,35-54 years,175,2313458,7.56,"184,388,432,149",11784,Generation X,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,25-34 years,108,1524321,7.09,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,55-74 years,65,1306669,4.97,"184,388,432,149",11784,Boomers,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,5-14 years,30,1445862,2.07,"184,388,432,149",11784,Generation Z,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,5-14 years,13,1370388,0.95,"184,388,432,149",11784,Generation Z,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kyrgyzstan,2015,male,35-54 years,134,635515,21.09,"6,678,178,340",1285,Generation X,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,male,55-74 years,37,241078,15.35,"6,678,178,340",1285,Boomers,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,male,25-34 years,68,513358,13.25,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,male,75+ years,5,41233,12.13,"6,678,178,340",1285,Silent,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,male,15-24 years,65,557006,11.67,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,15-24 years,35,537476,6.51,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,75+ years,4,72276,5.53,"6,678,178,340",1285,Silent,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,35-54 years,25,669556,3.73,"6,678,178,340",1285,Generation X,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,male,5-14 years,18,569962,3.16,"6,678,178,340",1285,Generation Z,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,25-34 years,12,509797,2.35,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,55-74 years,7,301107,2.32,"6,678,178,340",1285,Boomers,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Kyrgyzstan,2015,female,5-14 years,7,547463,1.28,"6,678,178,340",1285,Generation Z,Central and Eastern Europe,77,5.2860000000000005,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
Latvia,2015,male,75+ years,33,51293,64.34,"26,972,863,394",14382,Silent,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,male,55-74 years,94,190621,49.31,"26,972,863,394",14382,Boomers,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,male,35-54 years,106,262740,40.34,"26,972,863,394",14382,Generation X,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,male,25-34 years,48,143639,33.42,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,male,15-24 years,24,105890,22.67,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,75+ years,22,134138,16.4,"26,972,863,394",14382,Silent,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,55-74 years,30,274200,10.94,"26,972,863,394",14382,Boomers,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,35-54 years,24,279553,8.59,"26,972,863,394",14382,Generation X,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,15-24 years,3,100065,3.0,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,25-34 years,2,136399,1.47,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,male,5-14 years,1,100914,0.99,"26,972,863,394",14382,Generation Z,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Latvia,2015,female,5-14 years,0,96070,0.0,"26,972,863,394",14382,Generation Z,Central and Eastern Europe,89,5.098,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
Lithuania,2015,male,75+ years,67,79672,84.09,"41,508,609,233",15073,Silent,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,male,55-74 years,216,273776,78.9,"41,508,609,233",15073,Boomers,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,male,35-54 years,275,387255,71.01,"41,508,609,233",15073,Generation X,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,male,25-34 years,101,190800,52.94,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,male,15-24 years,66,188903,34.94,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,75+ years,38,191358,19.86,"41,508,609,233",15073,Silent,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,55-74 years,55,386892,14.22,"41,508,609,233",15073,Boomers,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,35-54 years,46,419841,10.96,"41,508,609,233",15073,Generation X,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,25-34 years,17,182926,9.29,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,15-24 years,10,178882,5.59,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,female,5-14 years,3,133506,2.25,"41,508,609,233",15073,Generation Z,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Lithuania,2015,male,5-14 years,2,140115,1.43,"41,508,609,233",15073,Generation Z,Central and Eastern Europe,56,5.832999999999999,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
Luxembourg,2015,male,55-74 years,16,54325,29.45,"57,784,495,265",107456,Boomers,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,male,75+ years,4,15011,26.65,"57,784,495,265",107456,Silent,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,male,35-54 years,17,90095,18.87,"57,784,495,265",107456,Generation X,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,55-74 years,9,53878,16.7,"57,784,495,265",107456,Boomers,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,male,15-24 years,4,34757,11.51,"57,784,495,265",107456,Millenials,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,male,25-34 years,4,42930,9.32,"57,784,495,265",107456,Millenials,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,75+ years,2,23189,8.62,"57,784,495,265",107456,Silent,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,35-54 years,6,85928,6.98,"57,784,495,265",107456,Generation X,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,5-14 years,1,30367,3.29,"57,784,495,265",107456,Generation Z,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,15-24 years,1,33170,3.01,"57,784,495,265",107456,Millenials,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,female,25-34 years,0,42000,0.0,"57,784,495,265",107456,Millenials,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Luxembourg,2015,male,5-14 years,0,32098,0.0,"57,784,495,265",107456,Generation Z,Western Europe,17,6.946000000000001,1.21963,0.91894,0.61583,0.37798000000000004,0.28034000000000003,1.9696099999999999
Malta,2015,male,25-34 years,8,33179,24.11,"10,574,026,838",25750,Millenials,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,male,35-54 years,9,57603,15.62,"10,574,026,838",25750,Generation X,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,male,55-74 years,8,53017,15.09,"10,574,026,838",25750,Boomers,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,male,15-24 years,2,27768,7.2,"10,574,026,838",25750,Millenials,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,35-54 years,3,55098,5.44,"10,574,026,838",25750,Generation X,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,15-24 years,1,25588,3.91,"10,574,026,838",25750,Millenials,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,55-74 years,2,55161,3.63,"10,574,026,838",25750,Boomers,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,25-34 years,1,30613,3.27,"10,574,026,838",25750,Millenials,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,5-14 years,0,19625,0.0,"10,574,026,838",25750,Generation Z,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,female,75+ years,0,19379,0.0,"10,574,026,838",25750,Silent,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,male,5-14 years,0,20817,0.0,"10,574,026,838",25750,Generation Z,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Malta,2015,male,75+ years,0,12789,0.0,"10,574,026,838",25750,Silent,Western Europe,37,6.3020000000000005,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
Mauritius,2015,male,35-54 years,37,180202,20.53,"11,692,287,066",10125,Generation X,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,25-34 years,16,88362,18.11,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,15-24 years,14,96489,14.51,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,75+ years,2,15510,12.89,"11,692,287,066",10125,Silent,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,25-34 years,10,86613,11.55,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,55-74 years,9,103727,8.68,"11,692,287,066",10125,Boomers,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,15-24 years,7,94082,7.44,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,55-74 years,4,116373,3.44,"11,692,287,066",10125,Boomers,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,35-54 years,5,177447,2.82,"11,692,287,066",10125,Generation X,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,5-14 years,0,83838,0.0,"11,692,287,066",10125,Generation Z,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,75+ years,0,25820,0.0,"11,692,287,066",10125,Silent,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,5-14 years,0,86385,0.0,"11,692,287,066",10125,Generation Z,Sub-Saharan Africa,71,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mexico,2015,male,25-34 years,1195,10243158,11.67,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,male,15-24 years,1347,11676480,11.54,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,male,75+ years,163,1427654,11.42,"1,169,622,672,463",10228,Silent,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,male,35-54 years,1560,15181008,10.28,"1,169,622,672,463",10228,Generation X,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,male,55-74 years,584,6465941,9.03,"1,169,622,672,463",10228,Boomers,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,15-24 years,484,11354811,4.26,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,25-34 years,267,10079012,2.65,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,35-54 years,303,15940497,1.9,"1,169,622,672,463",10228,Generation X,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,55-74 years,88,7021916,1.25,"1,169,622,672,463",10228,Boomers,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,male,5-14 years,137,11790898,1.16,"1,169,622,672,463",10228,Generation Z,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,5-14 years,95,11261292,0.84,"1,169,622,672,463",10228,Generation Z,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Mexico,2015,female,75+ years,11,1915217,0.57,"1,169,622,672,463",10228,Silent,Latin America and Caribbean,14,7.187,0.91451,0.8144399999999999,0.48181,0.21311999999999998,0.14074,3.6021400000000003
Netherlands,2015,male,75+ years,129,523197,24.66,"757,999,453,314",47206,Silent,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,male,55-74 years,418,1966083,21.26,"757,999,453,314",47206,Boomers,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,male,35-54 years,499,2362263,21.12,"757,999,453,314",47206,Generation X,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,male,25-34 years,146,1045012,13.97,"757,999,453,314",47206,Millenials,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,55-74 years,220,1998082,11.01,"757,999,453,314",47206,Boomers,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,35-54 years,211,2353550,8.97,"757,999,453,314",47206,Generation X,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,male,15-24 years,89,1058675,8.41,"757,999,453,314",47206,Millenials,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,75+ years,55,770107,7.14,"757,999,453,314",47206,Silent,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,25-34 years,65,1030867,6.31,"757,999,453,314",47206,Millenials,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,15-24 years,34,1018674,3.34,"757,999,453,314",47206,Millenials,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,female,5-14 years,6,943082,0.64,"757,999,453,314",47206,Generation Z,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Netherlands,2015,male,5-14 years,1,987750,0.1,"757,999,453,314",47206,Generation Z,Western Europe,7,7.377999999999999,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657
Nicaragua,2015,male,75+ years,7,56061,12.49,"12,611,087,031",2303,Silent,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,male,25-34 years,65,534310,12.17,"12,611,087,031",2303,Millenials,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,male,15-24 years,68,612707,11.1,"12,611,087,031",2303,Millenials,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,male,35-54 years,67,606317,11.05,"12,611,087,031",2303,Generation X,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,male,55-74 years,18,250532,7.18,"12,611,087,031",2303,Boomers,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,15-24 years,41,581787,7.05,"12,611,087,031",2303,Millenials,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,25-34 years,19,541679,3.51,"12,611,087,031",2303,Millenials,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,35-54 years,14,692648,2.02,"12,611,087,031",2303,Generation X,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,55-74 years,4,303372,1.32,"12,611,087,031",2303,Boomers,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,5-14 years,7,592557,1.18,"12,611,087,031",2303,Generation Z,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,male,5-14 years,5,628588,0.8,"12,611,087,031",2303,Generation Z,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Nicaragua,2015,female,75+ years,0,75925,0.0,"12,611,087,031",2303,Silent,Latin America and Caribbean,57,5.827999999999999,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
Norway,2015,male,55-74 years,119,544268,21.86,"386,663,139,403",79187,Boomers,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,male,75+ years,32,146511,21.84,"386,663,139,403",79187,Silent,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,male,35-54 years,140,736827,19.0,"386,663,139,403",79187,Generation X,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,male,25-34 years,64,361373,17.71,"386,663,139,403",79187,Millenials,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,male,15-24 years,43,345115,12.46,"386,663,139,403",79187,Millenials,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,55-74 years,62,544131,11.39,"386,663,139,403",79187,Boomers,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,25-34 years,31,344788,8.99,"386,663,139,403",79187,Millenials,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,35-54 years,61,692881,8.8,"386,663,139,403",79187,Generation X,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,75+ years,17,215829,7.88,"386,663,139,403",79187,Silent,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,15-24 years,17,325007,5.23,"386,663,139,403",79187,Millenials,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,female,5-14 years,2,305804,0.65,"386,663,139,403",79187,Generation Z,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Norway,2015,male,5-14 years,2,320375,0.62,"386,663,139,403",79187,Generation Z,Western Europe,4,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997
Panama,2015,male,75+ years,8,56048,14.27,"54,315,722,500",15158,Silent,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,male,25-34 years,26,306724,8.48,"54,315,722,500",15158,Millenials,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,male,55-74 years,14,228981,6.11,"54,315,722,500",15158,Boomers,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,male,35-54 years,26,495960,5.24,"54,315,722,500",15158,Generation X,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,male,15-24 years,16,338328,4.73,"54,315,722,500",15158,Millenials,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,15-24 years,8,328479,2.44,"54,315,722,500",15158,Millenials,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,25-34 years,4,300748,1.33,"54,315,722,500",15158,Millenials,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,55-74 years,3,243511,1.23,"54,315,722,500",15158,Boomers,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,35-54 years,4,496986,0.8,"54,315,722,500",15158,Generation X,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,male,5-14 years,1,367146,0.27,"54,315,722,500",15158,Generation Z,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,5-14 years,0,352852,0.0,"54,315,722,500",15158,Generation Z,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,2015,female,75+ years,0,67619,0.0,"54,315,722,500",15158,Silent,Latin America and Caribbean,25,6.7860000000000005,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Poland,2015,male,55-74 years,1524,4043381,37.69,"477,355,617,456",13228,Boomers,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
